"","Metabolite","Estimate","SE","LCI","UCI","Pval"
"124","XS.VLDL.C..",0.909293811299919,0.0733371150426467,0.789940661689262,1.05340449496361,0.194777729609854
"83","L.HDL.TG",1.10047601245633,0.07542578370017,0.947390292706714,1.27360918424015,0.204311032015711
"42","IDL.P",0.908342115692149,0.075799817614223,0.783497437352683,1.05477597344233,0.20470363173882
"196","FAw3",0.910015867180478,0.0774832672684084,0.781100505772362,1.05841900222828,0.223623333182028
"58","M.LDL.PL",0.91308640860179,0.0753324721491257,0.788111893111374,1.05886399884438,0.227439983704673
"109","L.VLDL.C..",0.916888995655495,0.072266085912915,0.800109250180846,1.06416722415376,0.229873090982741
"117","M.VLDL.TG..",1.09463593656637,0.0759506167551717,0.945602297631569,1.27339775039092,0.23383637626544
"46","IDL.CE",0.914212458090461,0.0764108967999225,0.786916973596324,1.06184307220621,0.240468982243684
"36","XS.VLDL.L",0.916599247823675,0.0765446435277805,0.787954787311281,1.06384158557896,0.255245300952939
"178","EstC",0.918420201238304,0.0764307373361506,0.791351932722169,1.06797830665748,0.265523899475658
"114","M.VLDL.C..",0.920289858687974,0.0748913833406987,0.794749578489903,1.0659190194393,0.267360773191709
"97","S.HDL.TG",1.08618696811711,0.0753330581408211,0.935515318427106,1.25710198067194,0.272449922061722
"65","S.LDL.PL",0.921620751804373,0.0754577970768602,0.795821621021993,1.06969751260731,0.279393080683596
"179","FreeC",0.920596261605569,0.076563329718303,0.792698781369617,1.0703389333193,0.279878719175226
"156","L.HDL.FC..",0.914179435056556,0.0836595471824292,0.779868764837224,1.08327624886277,0.283476497327263
"24","M.VLDL.C",1.08385439368288,0.0753859280897169,0.933027764109671,1.25411530707723,0.285452305902133
"161","M.HDL.FC..",0.936289869147421,0.0622927638210679,0.835793038371892,1.07385420165118,0.290608968481052
"177","HDL3.C",0.922217623634464,0.0769159445792567,0.792829434174389,1.07199889050963,0.292450887730582
"103","XL.VLDL.PL..",1.10724156614114,0.0990062108162821,0.939058544176096,1.37732195098527,0.303505989368655
"192","TotFA",1.08089123066445,0.0768075676858634,0.929333606426927,1.25604333970941,0.311185496593258
"34","S.VLDL.TG",1.07834292409101,0.0754328661705185,0.928606030684847,1.24834251633491,0.317357554353207
"35","XS.VLDL.P",0.926492586522446,0.0767597267067147,0.79558589499525,1.07502725977667,0.319905425663325
"215","Gly",0.925714845036833,0.0788514952461487,0.791766479054518,1.07852305073582,0.327621209073314
"162","M.HDL.TG..",1.07838685669143,0.077427966708917,0.926887923896523,1.25572038905443,0.329726817604462
"222","Ace",1.06942382512357,0.0689086847484285,0.923758584230754,1.21347702345591,0.330035187611985
"148","XL.HDL.PL..",0.92881466263009,0.0772960797752267,0.804448948398477,1.09102609460568,0.339392540067866
"167","S.HDL.TG..",1.07467413140278,0.0770008260671954,0.924247413391641,1.25004932518385,0.349643019644581
"98","XXL.VLDL.PL..",1.09304127188821,0.0977151315464018,0.928742729565042,1.36552675053257,0.362589408545859
"91","S.HDL.P",1.0742524484472,0.0799586525205078,0.921432718673333,1.25811703833903,0.370372537552707
"129","IDL.C..",0.935647100699223,0.074387014467892,0.811585244843823,1.08684473787386,0.371214644664831
"39","XS.VLDL.CE",0.934528538026358,0.0761298621642633,0.804238799467626,1.08406992326628,0.373765458424231
"155","L.HDL.CE..",1.07138224868322,0.0797405366072103,0.919517883763103,1.25709679151034,0.38721728086083
"31","S.VLDL.C",0.938565622248278,0.0759324425503197,0.807725534233985,1.08788216737044,0.403725765665524
"121","S.VLDL.FC..",0.937458396362407,0.0778292077733925,0.803935756245502,1.09088794074149,0.406650252583056
"104","XL.VLDL.C..",0.944580378198865,0.0749429308322632,0.82105101106828,1.10238691883236,0.446793173875198
"77","L.HDL.P",1.05863017304142,0.0753462250061986,0.911171910125288,1.2245179427002,0.449537507882568
"189","ApoA1",1.05876237782048,0.0764402559179756,0.910948306366268,1.2293900089245,0.4550652450476
"81","L.HDL.CE",1.0555744051629,0.0757762961636457,0.90826323864523,1.22264373097502,0.475383845407196
